2025-07-02T07:44:11.747850Z [warning  ] Force option is enabled, ignoring stale job check.
2025-07-02T07:44:12.088088Z [info     ] Using systemdb state backend
2025-07-02T07:44:12.090572Z [warning  ] No state was found, complete import.
2025-07-02T07:44:17.723475Z [info     ] tap-oracle-wms v0.1.0, Meltano SDK v0.47.4 cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.728828Z [info     ] /home/marlonsc/flext/.venv/lib/python3.13/site-packages/singer_sdk/plugin_base.py:715: SingerSDKDeprecationWarning: Passing a list of config file paths is deprecated. Please pass the config as a dictionary instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.729217Z [info     ]   super().__init__(            cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.729767Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.730020Z [info     ] Skipping parse of env var settings... cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.739643Z [info     ] /home/marlonsc/flext/flext-tap-oracle-wms/src/tap_oracle_wms/tap.py:268: SingerSDKDeprecationWarning: Passing a catalog file path is deprecated. Please pass the catalog as a dictionary or Catalog object instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.740547Z [info     ]   super().__init__(*args, **kwargs) cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:44:17.740984Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=f6d34a64-c80b-4825-9005-898e720cc81c stdio=stderr string_id=tap-oracle-wms
