2025-07-02T08:46:02.363528Z [info     ] Using systemdb state backend
2025-07-02T08:46:02.365240Z [warning  ] No state was found, complete import.
2025-07-02T08:46:06.196162Z [info     ] tap-oracle-wms v0.1.0, Meltano SDK v0.47.4 cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.198428Z [info     ] /home/marlonsc/flext/.venv/lib/python3.13/site-packages/singer_sdk/plugin_base.py:715: SingerSDKDeprecationWarning: Passing a list of config file paths is deprecated. Please pass the config as a dictionary instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.198808Z [info     ]   super().__init__(            cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.199101Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.199500Z [info     ] Skipping parse of env var settings... cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.204116Z [info     ] /home/marlonsc/flext/flext-tap-oracle-wms/src/tap_oracle_wms/tap.py:268: SingerSDKDeprecationWarning: Passing a catalog file path is deprecated. Please pass the catalog as a dictionary or Catalog object instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.204703Z [info     ]   super().__init__(*args, **kwargs) cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.205053Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.211381Z [info     ] Testing connection to Oracle WMS API cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:06.211989Z [info     ] Discovering entities from Oracle WMS API cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.199536Z [info     ] HTTP Request: GET https://ta29.wms.ocs.oraclecloud.com/raizen_test/wms/lgfapi/v10/entity/ "HTTP/1.1 200 OK" cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.664524Z [info     ] Discovered 311 entities        cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.665298Z [info     ] ✅ Connection successful. Found 311 entities. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.665606Z [info     ] Discovering Oracle WMS streams cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.665812Z [info     ] Skipping access verification for 3 entities (set verify_entity_access=true to enable) cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:07.666035Z [info     ] Discovered 3 accessible entities cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:08.527222Z [info     ] HTTP Request: GET https://ta29.wms.ocs.oraclecloud.com/raizen_test/wms/lgfapi/v10/entity//order_hdr/describe/ "HTTP/1.1 200 OK" cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:46:08.536410Z [info     ] HTTP Request: GET https://ta29.wms.ocs.oraclecloud.com/raizen_test/wms/lgfapi/v10/entity//order_dtl/describe/ "HTTP/1.1 200 OK" cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=672ad95a-eba6-478d-b63e-5532c6bb4d98 stdio=stderr string_id=tap-oracle-wms
