2025-07-02T07:45:13.860885Z [warning  ] Force option is enabled, ignoring stale job check.
2025-07-02T07:45:14.017338Z [info     ] Using systemdb state backend
2025-07-02T07:45:14.019426Z [warning  ] No state was found, complete import.
2025-07-02T07:45:18.393717Z [info     ] tap-oracle-wms v0.1.0, Meltano SDK v0.47.4 cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.394761Z [info     ] /home/marlonsc/flext/.venv/lib/python3.13/site-packages/singer_sdk/plugin_base.py:715: SingerSDKDeprecationWarning: Passing a list of config file paths is deprecated. Please pass the config as a dictionary instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.395042Z [info     ]   super().__init__(            cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.395218Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.395542Z [info     ] Skipping parse of env var settings... cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.399887Z [info     ] /home/marlonsc/flext/flext-tap-oracle-wms/src/tap_oracle_wms/tap.py:268: SingerSDKDeprecationWarning: Passing a catalog file path is deprecated. Please pass the catalog as a dictionary or Catalog object instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.400227Z [info     ]   super().__init__(*args, **kwargs) cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.400415Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.404828Z [info     ] Testing connection to Oracle WMS API cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:18.405840Z [info     ] Discovering entities from Oracle WMS API cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:19.475375Z [info     ] HTTP Request: GET https://ta29.wms.ocs.oraclecloud.com/raizen_test/wms/lgfapi/v10/entity/ "HTTP/1.1 200 OK" cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:19.863680Z [info     ] Discovered 311 entities        cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
2025-07-02T07:45:19.868182Z [info     ] ✅ Connection successful. Found 311 entities. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=c33e9a80-2285-4db5-97a5-b6a493290e50 stdio=stderr string_id=tap-oracle-wms
