2025-07-02T08:28:42.684157Z [info     ] Using systemdb state backend
2025-07-02T08:28:42.685336Z [warning  ] No state was found, complete import.
2025-07-02T08:28:46.764677Z [info     ] tap-oracle-wms v0.1.0, Meltano SDK v0.47.4 cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.766405Z [info     ] /home/marlonsc/flext/.venv/lib/python3.13/site-packages/singer_sdk/plugin_base.py:715: SingerSDKDeprecationWarning: Passing a list of config file paths is deprecated. Please pass the config as a dictionary instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.766824Z [info     ]   super().__init__(            cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.767133Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.767434Z [info     ] Skipping parse of env var settings... cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.773956Z [info     ] /home/marlonsc/flext/flext-tap-oracle-wms/src/tap_oracle_wms/tap.py:268: SingerSDKDeprecationWarning: Passing a catalog file path is deprecated. Please pass the catalog as a dictionary or Catalog object instead. cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.774421Z [info     ]   super().__init__(*args, **kwargs) cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.774734Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
2025-07-02T08:28:46.783441Z [info     ] Testing connection to Oracle WMS API cmd_type=elb consumer=False job_name=dev:tap-oracle-wms-to-target-oracle name=tap-oracle-wms producer=True run_id=04b3a161-041a-4769-8acd-6660ca63438c stdio=stderr string_id=tap-oracle-wms
